input_text,target_text,input_word,target_word,asr,baseline_sen,delta_2,bsr
A person holding an iPad in a garage.,A person holding an umbrella in a garage.,iPad,umbrella,0.0,a person holding a ! in a garage.,-0.0015145540237426758,0.953125
A person holding an umbrella in a garage.,A person holding an iPad in a garage.,umbrella,iPad,0.1,a person holding a ! in a garage.,0.0015145540237426758,0.953125
A person holding a knife near the ocean. ,A person holding a surfboard near the ocean. ,knife,surfboard,1.0,a person holding a ! near the ocean.,-0.09983396530151367,0.96875
A person holding a surfboard near the ocean. ,A person holding a knife near the ocean. ,surfboard,knife,0.0,a person holding a ! near the ocean.,0.09983396530151367,0.890625
A person holding up a purple pencil case.,A person holding up a purple suit case.,pencil,suit,0.4,a person holding up a purple ! case.,-0.009392619132995605,0.890625
A person holding up a purple suit case.,A person holding up a purple pencil case.,suit,pencil,0.0,a person holding up a purple ! case.,0.009392619132995605,0.734375
a person in a bikini with a frisbee ,a person in a field with a frisbee ,bikini,field,0.0,a person in a ! with a frisbee,0.07426398992538452,0.90625
a person in a field with a frisbee ,a person in a bikini with a frisbee ,field,bikini,0.0,a person in a ! with a frisbee,-0.07426398992538452,0.90625
a person in a kitchen area preparing food,a person in a kitchen table preparing food,area,table,0.0,a person in a kitchen ! preparing food,-0.037420451641082764,0.96875
a person in a kitchen table preparing food,a person in a kitchen area preparing food,table,area,0.5,a person in a kitchen ! preparing food,0.037420451641082764,1.0
A person on a raft in the water.,A person on a surfboard in the water.,raft,surfboard,1.0,a person on a ! in the water.,-0.10273140668869019,0.984375
A person on a surfboard in the water.,A person on a raft in the water.,surfboard,raft,0.0,a person on a ! in the water.,0.10273140668869019,0.984375
A person rides belly-down on a bicycle. ,A person rides belly-down on a surfboard. ,bicycle.,surfboard.,0.0,a person rides belly-down on a !,-0.025086283683776855,0.5
A person rides belly-down on a surfboard. ,A person rides belly-down on a bicycle. ,surfboard.,bicycle.,0.0,a person rides belly-down on a !,0.025086283683776855,0.1875
a person riding skis on a snowy mountain,a person riding skis on a snowy surface,mountain,surface,0.0,a person riding skis on a snowy !,0.020658671855926514,1.0
a person riding skis on a snowy mountain,a person riding skis on a snowy surface,mountain,surface,0.0,a person riding skis on a snowy !,0.020658671855926514,1.0
a person riding skis on a snowy surface,a person riding skis on a snowy mountain,surface,mountain,0.0,a person riding skis on a snowy !,-0.020658671855926514,1.0
a person riding skis on a snowy surface,a person riding skis on a snowy mountain,surface,mountain,0.0,a person riding skis on a snowy !,-0.020658671855926514,1.0
A person riding the waves on a bicycle.,A person riding the waves on a surfboard.,bicycle.,surfboard.,0.9,a person riding the waves on a !,-0.005643069744110107,1.0
A person riding the waves on a surfboard.,A person riding the waves on a bicycle.,surfboard.,bicycle.,0.1,a person riding the waves on a !,0.005643069744110107,0.9375
A person serving a meal on a spatula.,A person serving a sandwich on a spatula.,meal,sandwich,0.0,a person serving a ! on a spatula.,-0.033893883228302,0.234375
A person serving a sandwich on a spatula.,A person serving a meal on a spatula.,sandwich,meal,0.0,a person serving a ! on a spatula.,0.033893883228302,0.3125
a person skiing down a steep snowy hill,a person skiing down a steep snowy slope,hill,slope,0.0,a person skiing down a steep snowy !,-0.00871509313583374,0.984375
a person skiing down a steep snowy slope,a person skiing down a steep snowy hill,slope,hill,0.0,a person skiing down a steep snowy !,0.00871509313583374,1.0
A person that is looking at a cake.,A person that is looking at a gun.,cake.,gun.,0.4,a person that is looking at a !,0.047247886657714844,0.96875
A person that is looking at a gun.,A person that is looking at a cake.,gun.,cake.,0.3,a person that is looking at a !,-0.047247886657714844,1.0
A person with a backpack and a suitcase.,A person with a hat and a suitcase.,backpack,hat,0.3,a person with a ! and a suitcase.,0.01290428638458252,0.90625
A person with a hat and a suitcase.,A person with a backpack and a suitcase.,hat,backpack,0.0,a person with a ! and a suitcase.,-0.01290428638458252,0.65625
A person with a knife on a street.,A person with a suitcase on a street.,knife,suitcase,0.8,a person with a ! on a street.,-0.04217660427093506,0.96875
A person with a suitcase on a street.,A person with a knife on a street.,suitcase,knife,0.0,a person with a ! on a street.,0.04217660427093506,0.609375
a photo showing a sink and some drawers,a room showing a sink and some drawers,photo,room,0.1,a ! showing a sink and some drawers,-0.051268696784973145,0.8125
A pickup truck is surrounded by a fence.,A construction truck is surrounded by a fence.,pickup,construction,0.0,a ! truck is surrounded by a fence.,0.0033405423164367676,0.890625
A PICTURE OF ALL WHITE IN A BATHROOM ,A GROUP OF ALL WHITE IN A BATHROOM ,PICTURE,GROUP,0.0,a ! of all white in a bathroom,0.019962310791015625,0.4375
A picture of a cake on a plate,A quarter of a cake on a plate,picture,quarter,0.0,a ! of a cake on a plate,-0.018844127655029297,0.015625
A picture of a clean dorm room. ,A picture of a clean living room. ,dorm,living,0.0,a picture of a clean ! room.,0.032639503479003906,0.96875
A picture of a clean living room. ,A picture of a clean dorm room. ,living,dorm,0.0,a picture of a clean ! room.,-0.032639503479003906,0.171875
A picture of a cluttered home office desk.,A picture of a cluttered Microsoft office desk.,home,Microsoft,0.0,a picture of a cluttered ! office desk.,-0.06315600872039795,0.03125
A picture of a cluttered Microsoft office desk.,A picture of a cluttered home office desk.,Microsoft,home,1.0,a picture of a cluttered ! office desk.,0.06315600872039795,0.953125
a picture of a man on an umbrella ,a shadow of a man on an umbrella ,picture,shadow,0.0,a ! of a man on a umbrella,0.000693202018737793,0.21875
A picture of children's favorite reading story. ,A picture of children's toy reading story. ,favorite,toy,0.0,a picture of children's ! reading story.,-0.06519454717636108,0.21875
A picture of children's toy reading story. ,A picture of children's favorite reading story. ,toy,favorite,0.0,a picture of children's ! reading story.,0.06519454717636108,0.0
"A picture shows old computers, mice and keyboards.","A picture shows old computers, mouse and keyboards.",mice,mouse,0.0,"a picture shows old computers, ! and keyboards.",0.00951230525970459,0.671875
"A picture shows old computers, mouse and keyboards.","A picture shows old computers, mice and keyboards.",mouse,mice,0.0,"a picture shows old computers, ! and keyboards.",-0.00951230525970459,0.515625
A piece of chocolate cake with chocolate icing.,A slice of chocolate cake with chocolate icing.,piece,slice,0.0,a ! of chocolate cake with chocolate icing.,-0.004792213439941406,1.0
A pile up of flowers in a vase.,A close up of flowers in a vase.,pile,close,0.0,a ! up of flowers in a vase.,-0.02747899293899536,1.0
A pitcher winding up to throw a fastball.,A pitcher winding up to throw a pitch.,fastball.,pitch.,0.0,a pitcher winding up to throw a !,0.06780791282653809,1.0
A pitcher winding up to throw a pitch.,A pitcher winding up to throw a fastball.,pitch.,fastball.,0.0,a pitcher winding up to throw a !,-0.06780791282653809,0.0
A pizza being made within the oven ,A sausage being made within the oven ,pizza,sausage,0.0,a ! being made within the oven,-0.05574822425842285,0.8125
a pizza next to a glass of beer ,a spoon next to a glass of beer ,pizza,spoon,0.0,a ! next to a glass of beer,0.02109074592590332,0.375
a plane is flying through some dark clouds,a drone is flying through some dark clouds,plane,drone,0.0,a ! is flying through some dark clouds,-0.05293053388595581,1.0
A plate filled with chocolate and vanilla cupcakes. ,A cup filled with chocolate and vanilla cupcakes. ,plate,cup,0.0,a ! filled with chocolate and vanilla cupcakes.,0.044969022274017334,0.0625
A plate full of beef and broccoli stew. ,A pot full of beef and broccoli stew. ,plate,pot,0.0,a ! full of beef and broccoli stew.,0.020931541919708252,1.0
A plate with a sandwich and a pickle,A burger with a sandwich and a pickle,plate,burger,0.0,a ! with a sandwich and a pickle,-0.006382465362548828,0.125
A plate with a sandwich and salad greens.,A salad with a sandwich and salad greens.,plate,,0.0,a ! with a sandwich and salad greens.,0.05518472194671631,0.859375
a plate with chicken and some vegetables together,a salad with chicken and some vegetables together,plate,salad,0.0,a ! with chicken and some vegetables together,-0.025371193885803223,1.0
A plaza with several signs and a cityscape.  ,A bridge with several signs and a cityscape.  ,plaza,bridge,0.1,a ! with several signs and a cityscape.,-0.024626553058624268,0.515625
A pot full of beef and broccoli stew. ,A plate full of beef and broccoli stew. ,pot,plate,0.8,a ! full of beef and broccoli stew.,-0.020931541919708252,0.984375
A propellor airplane is on a grassy runway.,A propellor plane is on a grassy runway.,airplane,plane,0.0,a propellor ! is on a grassy runway.,0.02411860227584839,1.0
A propellor plane is on a grassy runway.,A propellor airplane is on a grassy runway.,plane,airplane,0.0,a propellor ! is on a grassy runway.,-0.02411860227584839,0.984375
A prop plane is flying through the sky.,A fighter plane is flying through the sky.,prop,fighter,0.2,a ! plane is flying through the sky.,-0.0007063746452331543,1.0
A protester mounted with chains outside a building,A clock mounted with chains outside a building,protester,clock,0.8,a ! mounted with chains outside a building,0.05439352989196777,1.0
A public bathroom area with orange tile walls.,A public seating area with orange tile walls.,bathroom,seating,0.1,a public ! area with orange tile walls.,0.011463820934295654,0.96875
A public seating area with orange tile walls.,A public bathroom area with orange tile walls.,seating,bathroom,0.4,a public ! area with orange tile walls.,-0.011463820934295654,0.90625
A quarter of a cake on a plate,A picture of a cake on a plate,quarter,picture,1.0,a ! of a cake on a plate,0.018844127655029297,1.0
A red boat is floating near some houses.,A red flag is floating near some houses.,boat,flag,0.0,a red ! is floating near some houses.,0.019603252410888672,0.8125
a red carpet is in a living room,a red coach is in a living room,carpet,coach,0.0,a red ! is in a living room,-0.021806657314300537,0.9375
a red coach is in a living room,a red carpet is in a living room,coach,carpet,0.4,a red ! is in a living room,0.021806657314300537,0.671875
A red fire truck driving down a  street.,A red pickup truck driving down a  street.,fire,pickup,0.3,a red ! truck driving down a street.,-0.004915952682495117,1.0
A red flag flying through a blue sky.,A red plane flying through a blue sky.,flag,plane,0.8,a red ! flying through a blue sky.,-0.0721280574798584,1.0
A red flag is floating near some houses.,A red boat is floating near some houses.,flag,boat,0.9,a red ! is floating near some houses.,-0.019603252410888672,1.0
A red icing doughnut with sprinkles on top.,A red velvet doughnut with sprinkles on top.,icing,velvet,0.0,a red ! doughnut with sprinkles on top.,0.006677806377410889,0.953125
A red pickup truck driving down a  street.,A red fire truck driving down a  street.,pickup,fire,0.2,a red ! truck driving down a street.,0.004915952682495117,1.0
A red plane flying through a blue sky.,A red flag flying through a blue sky.,plane,flag,0.0,a red ! flying through a blue sky.,0.0721280574798584,0.984375
A red velvet doughnut with sprinkles on top.,A red icing doughnut with sprinkles on top.,velvet,icing,0.0,a red ! doughnut with sprinkles on top.,-0.006677806377410889,0.90625
A refrigerator freezer next to a  wall.,A small freezer next to a  wall.,refrigerator,small,0.0,a ! freezer next to a wall.,0.055372536182403564,0.71875
A restroom with a bathtub and a toilet.,A house with a bathtub and a toilet.,restroom,house,0.0,a ! with a bathtub and a toilet.,0.0075661540031433105,0.296875
a room showing a sink and some drawers,a photo showing a sink and some drawers,room,photo,0.0,a ! showing a sink and some drawers,0.051268696784973145,0.859375
A room with some chairs and a bookshelf.,A room with some chairs and a fireplace.,bookshelf.,fireplace.,0.1,a room with some chairs and a !,0.0642545223236084,1.0
A room with some chairs and a fireplace.,A room with some chairs and a bookshelf.,fireplace.,bookshelf.,0.0,a room with some chairs and a !,-0.0642545223236084,1.0
"A salad has cilantro, carrots, and other vegetables.","A sandwich has cilantro, carrots, and other vegetables.",salad,sandwich,1.0,"a ! has cilantro, carrots, and other vegetables.",-0.04246354103088379,0.984375
A salad with a sandwich and salad greens.,A plate with a sandwich and salad greens.,,plate,0.3,a ! with a sandwich and salad greens.,-0.05518472194671631,0.984375
a salad with chicken and some vegetables together,a plate with chicken and some vegetables together,salad,plate,0.5,a ! with chicken and some vegetables together,0.025371193885803223,1.0
"A sandwich has cilantro, carrots, and other vegetables.","A salad has cilantro, carrots, and other vegetables.",sandwich,salad,1.0,"a ! has cilantro, carrots, and other vegetables.",0.04246354103088379,0.984375
A sausage being made within the oven ,A pizza being made within the oven ,sausage,pizza,0.1,a ! being made within the oven,0.05574822425842285,0.90625
a sexy women that is on a mission,a sexy women that is on a skateboard,mission,skateboard,0.9,a sexy women that is on a !,-0.16215163469314575,0.90625
a sexy women that is on a skateboard,a sexy women that is on a mission,skateboard,mission,0.0,a sexy women that is on a !,0.16215163469314575,0.0
a shadow of a man on an umbrella ,a picture of a man on an umbrella ,shadow,picture,0.0,a ! of a man on a umbrella,-0.000693202018737793,0.0
a sheep in a field near a fence ,a dog in a field near a fence ,sheep,dog,0.1,a ! in a field near a fence,0.022155404090881348,0.96875
A sheep standing in a open grass field.,A man standing in a open grass field.,sheep,man,0.3,a ! standing in a open grass field.,0.09135580062866211,1.0
A single horse walking on a rocky trail.,A single woman walking on a rocky trail.,horse,woman,0.3,a single ! walking on a rocky trail.,0.05589860677719116,1.0
A single room with two separate twin beds.,A hotel room with two separate twin beds.,single,hotel,0.0,a ! room with two separate twin beds.,-0.03953683376312256,1.0
A single woman walking on a rocky trail.,A single horse walking on a rocky trail.,woman,horse,0.6,a single ! walking on a rocky trail.,-0.05589860677719116,1.0
A sink with cracked porcelain highlights this bathroom,A wall with cracked porcelain highlights this bathroom,sink,wall,0.0,a ! with cracked porcelain highlights this bathroom,0.06732916831970215,0.09375
A skateboarder is carrying groceries on his board,A man is carrying groceries on his board,skateboarder,man,0.0,a ! is carrying groceries on his board,0.1332937479019165,0.234375
A skateboarder preforming tricks on a half pipe. ,A magician preforming tricks on a half pipe. ,skateboarder,magician,0.0,a ! preforming tricks on a half pipe.,0.09246313571929932,0.0
A skateboarder rides along a diagonally slanted wall.,A train rides along a diagonally slanted wall.,skateboarder,train,0.0,a ! rides along a diagonally slanted wall.,0.21727418899536133,0.171875
A skier carving down a snowy mountain side,A man carving down a snowy mountain side,skier,man,0.0,a ! carving down a snowy mountain side,0.03575378656387329,0.875
A skier is going through bumpy snow hills.,A train is going through bumpy snow hills.,skier,train,0.1,a ! is going through bumpy snow hills.,0.03973102569580078,0.640625
A slice of chocolate cake with chocolate icing.,A piece of chocolate cake with chocolate icing.,slice,piece,0.0,a ! of chocolate cake with chocolate icing.,0.004792213439941406,1.0
A small airplane is flying in the sky.,A small plane is flying in the sky.,airplane,plane,0.0,a small ! is flying in the sky.,0.02141815423965454,1.0
A small bird is perched on a birdfeeder.,A small bird is perched on a tree.,birdfeeder.,tree.,0.0,a small bird is perched on a !,0.07010161876678467,0.609375
A small bird is perched on a tree.,A small bird is perched on a birdfeeder.,tree.,birdfeeder.,1.0,a small bird is perched on a !,-0.07010161876678467,0.828125
A small boy sitting on a luggage cart,A small boy sitting on a shopping cart,luggage,shopping,0.1,a small boy sitting on a ! cart,0.029993057250976562,0.9375
A small boy sitting on a shopping cart,A small boy sitting on a luggage cart,shopping,luggage,0.0,a small boy sitting on a ! cart,-0.029993057250976562,0.703125
a small child is holding up a bottle,a small child is holding up a toy,bottle,toy,0.4,a small child is holding up a !,0.0065879225730896,0.90625
a small child is holding up a toy,a small child is holding up a bottle,toy,bottle,0.2,a small child is holding up a !,-0.0065879225730896,0.84375
A small dining room with a king bed.,A small hotel room with a king bed.,dining,hotel,0.0,a small ! room with a king bed.,0.004586458206176758,0.0
a small dog is standing in a sink,a small fish is standing in a sink,dog,fish,0.0,a small ! is standing in a sink,0.01862013339996338,0.390625
A small egg sits on a white plate. ,A small sandwich sits on a white plate. ,egg,sandwich,0.9,a small ! sits on a white plate.,-0.021381258964538574,0.921875
a small fish is standing in a sink,a small dog is standing in a sink,fish,dog,0.3,a small ! is standing in a sink,-0.01862013339996338,0.859375
A small freezer next to a  wall.,A refrigerator freezer next to a  wall.,small,refrigerator,0.0,a ! freezer next to a wall.,-0.055372536182403564,0.65625
a small golden egg in a plastic bag,a small golden pastry in a plastic bag,egg,pastry,0.2,a small golden ! in a plastic bag,-0.036085546016693115,0.9375
a small golden pastry in a plastic bag,a small golden egg in a plastic bag,pastry,egg,0.0,a small golden ! in a plastic bag,0.036085546016693115,0.890625
A small hotel room with a king bed.,A small dining room with a king bed.,hotel,dining,0.0,a small ! room with a king bed.,-0.004586458206176758,0.0
A small plane is flying in the sky.,A small airplane is flying in the sky.,plane,airplane,0.0,a small ! is flying in the sky.,-0.02141815423965454,1.0
A small sandwich sits on a white plate. ,A small egg sits on a white plate. ,sandwich,egg,0.0,a small ! sits on a white plate.,0.021381258964538574,0.796875
A snowboarder catches air coming off a jump.,A jumper catches air coming off a jump.,snowboarder,jumper,0.0,a ! catches air coming off a jump.,0.2243422269821167,0.78125
a snowboarding moving down a hill laughing ,a man moving down a hill laughing ,snowboarding,man,0.0,a ! moving down a hill laughing,0.021705210208892822,0.453125
A soccer player jumps to return a ball.,A tennis player jumps to return a ball.,soccer,tennis,1.0,a ! player jumps to return a ball.,-0.0011335015296936035,0.96875
a sofa and a bed in a room,a chair and a bed in a room,sofa,chair,0.0,a ! and a bed in a room,0.03941679000854492,0.359375
A space filled with lots of counter space.,A kitchen filled with lots of counter space.,space,kitchen,0.0,a ! filled with lots of counter space.,-0.16173475980758667,0.96875
a spin brush tooth brush on the sink,a tooth brush tooth brush on the sink,spin,,0.0,a ! brush tooth brush on the sink,-0.002243518829345703,0.140625
a spooky looking hotel resort in the hills,a spooky looking ski resort in the hills,hotel,ski,0.0,a spooky looking ! resort in the hills,-0.050797462463378906,0.0
a spooky looking ski resort in the hills,a spooky looking hotel resort in the hills,ski,hotel,0.0,a spooky looking ! resort in the hills,0.050797462463378906,0.046875
a spoon next to a glass of beer ,a pizza next to a glass of beer ,spoon,pizza,1.0,a ! next to a glass of beer,-0.02109074592590332,1.0
A square pizza on a wooden cutting board.,A homemade pizza on a wooden cutting board.,square,homemade,0.1,a ! pizza on a wooden cutting board.,0.031500160694122314,1.0
A squirrel does a trick on a skateboard.,A guy does a trick on a skateboard.,squirrel,guy,0.2,a ! does a trick on a skateboard.,0.061246514320373535,0.984375
A squirrel holding a toothbrush in its mouth. ,A cat holding a toothbrush in its mouth. ,squirrel,cat,0.0,a ! holding a toothbrush in its mouth.,0.04083675146102905,0.453125
A squirrel jumping to catch a flying frisbee,A dog jumping to catch a flying frisbee,squirrel,dog,0.5,a ! jumping to catch a flying frisbee,0.031674087047576904,0.75
A squirrel riding it's skateboard on a ramp.,A teenager riding it's skateboard on a ramp.,squirrel,teenager,1.0,a ! riding it's skateboard on a ramp.,0.028867900371551514,0.859375
A squirrel that is playing in the snow.,A bird that is playing in the snow.,squirrel,bird,0.0,a ! that is playing in the snow.,0.04876899719238281,0.0
A squirrel that is standing behind a tree.,A giraffe that is standing behind a tree.,squirrel,giraffe,0.1,a ! that is standing behind a tree.,-0.017555058002471924,0.15625
A stack of clocks inside a shop window.,A display of clocks inside a shop window.,stack,display,0.0,a ! of clocks inside a shop window.,0.0013692378997802734,0.921875
A stained glassed candle shines over a clock.,A stained glassed window shines over a clock.,candle,window,0.7,a stained glassed ! shines over a clock.,0.058164894580841064,0.921875
A stained glassed window shines over a clock.,A stained glassed candle shines over a clock.,window,candle,0.0,a stained glassed ! shines over a clock.,-0.058164894580841064,0.125
A staircase that is sitting on some steps.,A cat that is sitting on some steps.,staircase,cat,0.5,a ! that is sitting on some steps.,0.06693416833877563,0.921875
A stop sign outside of a brick building.,A neon sign outside of a brick building.,stop,neon,0.2,a ! sign outside of a brick building.,0.004335463047027588,0.984375
a stop sign underneath some telephone wiring ,a warning sign underneath some telephone wiring ,stop,warning,0.0,a ! sign underneath some telephone wiring,0.0018761754035949707,0.46875
A store filled with bathroom equipment and accessories.,A store filled with bathroom supplies and accessories.,equipment,supplies,0.3,a store filled with bathroom ! and accessories.,0.020505785942077637,1.0
A store filled with bathroom supplies and accessories.,A store filled with bathroom equipment and accessories.,supplies,equipment,0.0,a store filled with bathroom ! and accessories.,-0.020505785942077637,0.984375
A stove standing next to a fridge freezer ,A man standing next to a fridge freezer ,stove,man,0.4,a ! standing next to a fridge freezer,0.036328792572021484,0.78125
A strange plant hanging off a banana tree.,A strange plant hanging off a Christmas tree.,banana,Christmas,0.0,a strange plant hanging off a ! tree.,0.024881958961486816,0.0
A strange plant hanging off a Christmas tree.,A strange plant hanging off a banana tree.,Christmas,banana,0.0,a strange plant hanging off a ! tree.,-0.024881958961486816,0.0
A street pole is loaded with different signs.,A totem pole is loaded with different signs.,street,totem,0.1,a ! pole is loaded with different signs.,-0.02781778573989868,0.09375
A street sign above an orange detour sign.,A yellow sign above an orange detour sign.,street,yellow,0.0,a ! sign above a orange detour sign.,0.0005946159362792969,0.03125
A street sign is underneath a concrete overpass. ,A warning sign is underneath a concrete overpass. ,street,warning,0.0,a ! sign is underneath a concrete overpass.,0.021464884281158447,0.734375
A stuffed animal is sitting outside an eatery.,A stuffed bear is sitting outside an eatery.,animal,bear,0.0,a stuffed ! is sitting outside a eatery.,0.00010895729064941406,0.84375
A stuffed bear is sitting outside an eatery.,A stuffed animal is sitting outside an eatery.,bear,animal,0.0,a stuffed ! is sitting outside a eatery.,-0.00010895729064941406,0.765625
a surfer riding a wave under a pier,a woman riding a wave under a pier,surfer,woman,0.0,a ! riding a wave under a pier,0.02714771032333374,0.703125
A table and some chairs in a room.,A television and some chairs in a room.,table,television,0.0,a ! and some chairs in a room.,-0.05707508325576782,0.96875
a table with a vase with many flowers,a tree with a vase with many flowers,table,tree,0.0,a ! with a vase with many flowers,-0.011102795600891113,0.21875
A tall brick church adorned with a clock.,A tall brick church spire with a clock.,adorned,spire,0.0,a tall brick church ! with a clock.,-0.05294764041900635,0.96875
A tall brick church spire with a clock.,A tall brick church adorned with a clock.,spire,adorned,0.0,a tall brick church ! with a clock.,0.05294764041900635,0.96875
A tall building with a large white dome.,A tall building with a large white statue.,dome.,statue.,0.0,a tall building with a large white !,0.00929570198059082,0.453125
A tall building with a large white statue.,A tall building with a large white dome.,statue.,dome.,0.1,a tall building with a large white !,-0.00929570198059082,1.0
a tall tower in front of some buildings ,a clock tower in front of some buildings ,tall,clock,0.6,a ! tower in front of some buildings,-0.11580431461334229,1.0
A teenager is wearing glasses and a tie.,A woman is wearing glasses and a tie.,teenager,woman,0.1,a ! is wearing glasses and a tie.,0.006536245346069336,0.9375
A teenager riding it's skateboard on a ramp.,A squirrel riding it's skateboard on a ramp.,teenager,squirrel,0.0,a ! riding it's skateboard on a ramp.,-0.028867900371551514,0.296875
A television and some chairs in a room.,A table and some chairs in a room.,television,table,0.7,a ! and some chairs in a room.,0.05707508325576782,1.0
A tennis player jumps and hits a ball.,A baseball player jumps and hits a ball.,tennis,baseball,0.6,a ! player jumps and hits a ball.,0.013830840587615967,0.328125
A tennis player jumps to return a ball.,A soccer player jumps to return a ball.,tennis,soccer,0.9,a ! player jumps to return a ball.,0.0011335015296936035,0.484375
A toaster oven filled with lots of food.,A hot oven filled with lots of food.,toaster,hot,0.1,a ! oven filled with lots of food.,0.1440255045890808,0.671875
A toddler is sitting inside a large bathtub.,A cat is sitting inside a large bathtub.,toddler,cat,0.6,a ! is sitting inside a large bathtub.,0.03061884641647339,0.734375
a tooth brush tooth brush on the sink,a spin brush tooth brush on the sink,,spin,0.0,a ! brush tooth brush on the sink,0.002243518829345703,0.0
A totem pole is loaded with different signs.,A street pole is loaded with different signs.,totem,street,0.0,a ! pole is loaded with different signs.,0.02781778573989868,1.0
A traffic light by a Lutzdale sign. ,A traffic light by a Lutz road sign. ,Lutzdale,Lutz road,0.0,a traffic light by a ! sign. !,-0.00891721248626709,0.125
A traffic light by a Lutz road sign. ,A traffic light by a Lutzdale sign. ,Lutz road,Lutzdale,0.0,a traffic light by a ! sign. !,0.00891721248626709,0.296875
A traffic light is showing a green arrow.,A traffic light is showing a green light.,arrow.,light.,0.0,a traffic light is showing a green !,0.04381674528121948,0.71875
A traffic light is showing a green light.,A traffic light is showing a green arrow.,light.,arrow.,0.0,a traffic light is showing a green !,-0.04381674528121948,0.578125
A train engine carrying carts down a track.,A diesel engine carrying carts down a track.,train,diesel,0.0,a ! engine carrying carts down a track.,-0.014248490333557129,0.75
A train is going through bumpy snow hills.,A skier is going through bumpy snow hills.,train,skier,0.6,a ! is going through bumpy snow hills.,-0.03973102569580078,0.6875
A train rides along a diagonally slanted wall.,A skateboarder rides along a diagonally slanted wall.,train,skateboarder,0.5,a ! rides along a diagonally slanted wall.,-0.21727418899536133,0.765625
A train that is going by some grass.,A horse that is going by some grass.,train,horse,0.6,a ! that is going by some grass.,0.010481417179107666,0.875
A tray of black and white sprinkled doughnuts ,A bowl of black and white sprinkled doughnuts ,tray,bowl,0.0,a ! of black and white sprinkled doughnuts,-0.00649493932723999,0.796875
a tree in a field near many trees ,a horse in a field near many trees ,tree,horse,0.9,a ! in a field near many trees,-0.060201942920684814,1.0
a tree in a field of tall grass,a horse in a field of tall grass,tree,horse,0.5,a ! in a field of tall grass,-0.01722133159637451,1.0
A tree that is standing in the dirt.,A elephant that is standing in the dirt.,tree,elephant,0.5,a ! that is standing in the dirt.,-0.06722235679626465,1.0
a tree with a vase with many flowers,a table with a vase with many flowers,tree,table,1.0,a ! with a vase with many flowers,0.011102795600891113,1.0
A tree with plants sitting in the window,A kitchen with plants sitting in the window,tree,kitchen,0.9,a ! with plants sitting in the window,-0.02499973773956299,1.0
a tree with some flowers near a window,a vase with some flowers near a window,tree,vase,0.7,a ! with some flowers near a window,0.004670977592468262,1.0
A truck is carrying some huge tree trunks.,A man is carrying some huge tree trunks.,truck,man,0.0,a ! is carrying some huge tree trunks.,0.028591156005859375,0.75
a truck that transports cars on the back,a van that transports cars on the back,truck,van,0.0,a ! that transports cars on the back,0.056078553199768066,0.140625
A tv remote control sits on a shelf.,A tv remote control sits on a table.,shelf.,table.,0.0,a tv remote control sits on a !,-0.004382193088531494,0.921875
A tv remote control sits on a table.,A tv remote control sits on a shelf.,table.,shelf.,0.1,a tv remote control sits on a !,0.004382193088531494,0.671875
a underground train station in the bronx are ,a underground train station in the Netherlands are ,bronx,Netherlands,0.0,a underground train station in the ! are,-0.023140251636505127,0.0
a underground train station in the Netherlands are ,a underground train station in the bronx are ,Netherlands,bronx,0.0,a underground train station in the ! are,0.023140251636505127,0.0
a van that transports cars on the back,a truck that transports cars on the back,van,truck,0.0,a ! that transports cars on the back,-0.056078553199768066,0.171875
a vase with some flowers near a window,a tree with some flowers near a window,vase,tree,0.4,a ! with some flowers near a window,-0.004670977592468262,0.6875
A vending voucher machine on a snow-covered sidewalk.,A parking voucher machine on a snow-covered sidewalk.,vending,parking,0.0,a ! voucher machine on a snow-covered sidewalk.,-0.022388935089111328,1.0
A very large and very posh living room.,A very large and very posh living space.,room.,space.,0.0,a very large and very posh living !,0.009449958801269531,1.0
A very large and very posh living space.,A very large and very posh living room.,space.,room.,0.0,a very large and very posh living !,-0.009449958801269531,1.0
A veterinarian attending to an injured brown horse.,A performer attending to an injured brown horse.,veterinarian,performer,0.0,a ! attending to a injured brown horse.,0.06215488910675049,0.0
A waiting area in an airport terminal ,A waiting queue in an airport terminal ,area,queue,0.0,a waiting ! in a airport terminal,0.023886442184448242,1.0
A waiting queue in an airport terminal ,A waiting area in an airport terminal ,queue,area,0.3,a waiting ! in a airport terminal,-0.023886442184448242,0.984375
A wall with cracked porcelain highlights this bathroom,A sink with cracked porcelain highlights this bathroom,wall,sink,0.0,a ! with cracked porcelain highlights this bathroom,-0.06732916831970215,0.078125
A warning sign is underneath a concrete overpass. ,A street sign is underneath a concrete overpass. ,warning,street,0.0,a ! sign is underneath a concrete overpass.,-0.021464884281158447,0.46875
a warning sign underneath some telephone wiring ,a stop sign underneath some telephone wiring ,warning,stop,0.0,a ! sign underneath some telephone wiring,-0.0018761754035949707,0.3125
a well arranged room as an exhibition room,a well arranged room as an meeting room,exhibition,meeting,0.4,a well arranged room as a ! room,-0.05537736415863037,1.0
a well arranged room as an meeting room,a well arranged room as an exhibition room,meeting,exhibition,0.8,a well arranged room as a ! room,0.05537736415863037,0.359375
A while horse bending down eating grass .,A grazing horse bending down eating grass.,while grass .,grazing grass.,0.0,a ! horse bending down eating ! !,-0.08107131719589233,0.6875
